"Dates","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
2012-10-14,32.7800873100959,10.3436525672373,15.5627256153006,72.8445966650199,15.5654356292725,3.70580035838158,7.45563750246959,40.1218620270397,11.467647677237,51.7433455102382,13.2919643637318,1.28974386695396,55.4763621523938,14.8103621965341,168.069304810782,29.9744972164838,20.8476045445616,9.05643869073687,100.80779041882,15.7926999871716,104.230315290506,49.7475029092621,2.24414603097761,17.2085496619333,21.3772957368659,2.07189353190619,34.2247238539881,17.4639544628415,44.1979225441573,24.9496248022629,13.2211903768402,33.1502792372398,33.1305513051863,8.80351780053333,35.6252446702308,2.78789967632801,4.55936570284265,43.7546275811277,10.1308064827208,90.1027802584164,35.3296290885198,2.82374357767068,66.5931287239305,11.2595813572687,10.2127580754654,7.2857654330253,22.7590299703172
2012-10-21,28.2447462586629,33.5395650459278,9.61088319264979,79.384686072748,8.96095500066156,10.3848694028416,6.30469700230317,24.1748779458976,11.5987244906372,55.9123410938541,8.74363012152104,3.49878123823743,39.3401107159099,4.25447751549417,106.63345686359,7.7999495169453,12.4693511052965,68.75859898176,40.6265804698656,10.0252118062976,37.7644213604561,32.3181056611133,1.12405275927777,15.3841971847882,14.5080296779094,1.06631161957828,12.34672677297,12.5656009600255,64.0354531461297,23.0511835496067,4.37932636992269,24.9261501516673,13.8129887887148,7.27745066439853,29.28216101432,4.28766524419706,4.84332237722834,11.036246119752,39.8185684168774,50.460284631836,31.1359284460458,3.63802792206756,50.3073248177589,9.81856142188213,16.7140011746133,7.01202142436099,4.40520333448779
2012-10-28,32.2145322416532,9.69452595085803,8.90894229796157,62.8233638299655,8.81460685478801,5.88949966368572,4.01915564217815,35.5905464173359,15.1489199650904,44.3232996001182,10.6118153876334,4.22699001678393,12.5067530688839,10.0158554333684,123.972737868328,4.5986130841525,15.1745718054175,14.4339474218301,17.4698225283536,2.76269027293274,39.2096655469506,27.8596393585738,1.60764314116024,17.516983462813,22.1959440199025,1.41511355341432,19.3005294643079,14.7085834688816,21.7206562802873,31.0947401941389,9.02296968176035,20.8369588665023,19.1165778302612,2.53912975537257,22.6828638020899,8.77360858421797,5.06398992836363,15.3070713001063,30.7182212116839,60.7873618597437,30.5413880400921,3.43550149911419,52.6946461096967,8.09808521006063,10.6438163277768,6.24724923407644,28.9600895528515
2012-11-04,31.2235396700325,13.8851732486101,14.1379934770171,64.8948854945346,13.8625593979455,5.44092818412966,4.59935128634341,54.0286931600841,7.1858579342394,50.8980291150581,8.76242608760014,4.01755618040989,26.8913387327562,12.3400985670556,117.45147480332,5.10126941020698,13.9913338321489,47.5690766665809,17.5342414533383,5.66226333958193,41.455081388466,35.9329389289657,1.05876370505045,17.6811225354701,11.4047557593903,1.10119566062946,16.2320342329886,10.9468557063355,46.4220685717452,37.1071339530912,3.20030105629696,23.5204610562218,14.4815138956306,2.68928319761997,34.4862480969003,7.0872765585008,6.23657832342474,12.5483585986015,28.024471478689,168.479131559636,42.9910238022252,2.93963680313851,54.1754710487703,11.1625247863523,34.4334331229103,5.92441744908318,39.568982985994
2012-11-11,42.4040729626434,49.062283414858,12.4365296156534,73.5493509635303,19.7812022009468,11.1988902888239,3.80493259199518,120.227667855821,36.9287119666437,87.9231832726635,29.9533152079793,3.26393455535572,18.7357861461077,5.35590775137227,226.630015206597,7.18784374703416,17.1817725230796,22.069188419894,18.2745980464746,3.80113424610038,55.6808107580748,37.6678044839741,0.699078784538354,17.0709280829574,15.3120728276811,1.46356284366816,25.0360654426885,15.4935248887243,24.28008704782,59.8809236233596,4.26230672950138,23.4851173818863,15.021637217828,3.02499199209107,16.3994095492934,9.33225429664503,5.76987549773138,9.16969268890945,41.6541153715573,169.600501438537,39.0945787618746,2.55075333263314,57.2152374049504,10.3173175744399,10.2638366047486,5.42997272584478,4.89627059605786
2012-11-18,112.229639731941,18.8753064502438,4.56012046233771,65.3225948503103,19.1299772287687,9.90154117879514,5.19447779633125,252.789289749385,46.2226678145694,54.9014312103697,8.35173914591965,7.80644408384221,32.2807894314209,4.50387248709903,170.792891204406,8.24914442256205,10.9390374070147,15.4188303501127,24.679310339345,5.14431776498015,135.259929753192,46.2605264544085,1.03580456649732,19.9815073999743,12.1239160313655,1.2300481412088,27.6569229422202,42.6143198580641,43.9547221248893,57.4630544272799,6.10366094077647,24.9721056100124,14.7891278877318,10.1789671522136,16.4088338511336,2.68583870321945,11.0559538665577,10.9209412295309,41.7802572793565,81.4178683524904,41.5962025329146,2.70838896685735,129.51865703488,18.0646734567827,5.70583192326216,11.270373923417,8.77961034563172
2012-11-25,187.349752488163,20.834957097348,8.30289808982736,140.010087564147,11.2145768756967,6.54977154756256,8.91797229958189,99.7868111268588,10.2969495311743,52.3832077110978,12.6542886524041,3.86278989103276,28.07751711134,16.5908374586981,198.68398929604,7.97891480307956,14.3474356798966,18.7423886813259,17.8554498022098,4.11486905227237,267.833973808069,47.3940275223229,3.28662024532743,12.5750063756747,10.6864505744091,1.41764817587393,15.0014604088513,12.6568998172454,30.745115788984,36.1940232099733,3.19429155489003,29.6508682466643,14.0518507164967,11.1395452319905,24.6936839888884,3.61088346322375,13.7114096450611,9.86598801833364,108.320468117364,170.196373605557,59.6844883705238,5.42383005757603,216.936497584254,9.83970934316489,7.45512777554034,6.40025315218103,4.50887240060839
2012-12-02,304.368771868836,16.3287411217883,30.6303784127823,73.8403953424594,29.0316300008476,11.48562264577,9.60448495384492,152.960703181856,28.8614521224482,137.844058684655,40.0205162020408,7.6855143574849,18.2100181729549,27.1978842830885,377.840376799258,6.89111232331099,12.7757588327516,79.4760754452833,25.9569921447494,5.46090832073747,86.2558537400658,58.9561327695099,0.651018311104718,29.4524529380878,15.4004163821352,3.70241873648438,31.0441760005447,13.8458964226373,49.5020035213647,104.736779869766,5.03075082991415,83.3658802505814,41.9258844593029,1.99755763536913,21.592287530489,9.73184035821215,90.8694073128396,12.0168462520927,148.667581096639,220.797419495016,73.7512901787252,10.540701295376,120.922376087504,15.5762140443448,23.2440408389431,5.85434239405531,37.5982545320857
2012-12-09,636.749743454173,47.4372250695545,30.0725629322382,106.32202960204,98.8343246474179,14.8760220019794,10.0862804793181,351.725654951159,23.7706525792545,489.176752283384,120.014543638597,19.1993926853703,71.0873273893996,39.8927533505493,565.920663062019,5.03650190719775,27.2152032500823,212.591283401833,33.1908438797018,5.7843371616247,202.31560529711,54.1409053352399,1.31803995729629,18.0889919998148,11.2865912544814,8.8669076241835,53.2131909772774,20.3898202300271,105.091949076884,818.018844158596,3.32177428482686,128.154186115342,47.4419745020974,22.1244835990643,149.220958831587,45.2001617958806,231.855116133608,13.1754402258311,274.861634420069,163.397332223253,68.7474846848097,13.9033324669707,170.894956741458,14.9256562725207,144.118352747465,19.1081345621454,81.5058974378362
2012-12-16,516.759727666259,73.380918174329,36.0938845119534,70.067914069999,101.383247802544,15.0535643236676,14.0395036831931,156.953767137095,10.8626202632329,677.796610756425,213.01837492885,35.1329998027522,57.4863611347197,39.6049705936539,697.960036529196,15.8688752851924,58.276978971395,276.623396429383,70.9728553727367,25.0745329129909,321.163399479195,64.4929471777763,1.03657451066456,19.2494400017579,19.8727992804583,22.8938121172122,33.4539784336327,14.8061193766876,123.991535177082,670.053664038986,4.39039262358738,152.027460789937,60.4870390083092,28.4491831038904,182.368222660415,82.0504893423637,76.5274240330405,13.3790925924762,159.995311094899,582.453701604582,79.3896365101533,34.2877313530193,387.724802965458,15.9139460295577,185.837848237362,22.360415208839,52.7277412138346
